turnout:backward,30
turnout:forward,19
twitter,5
type,5953758
typeuse,368
undefined,1
unisex,10
units,2
unsigned_ref,116
uploaded_by,37
urgent_care,4
url,259
url:official,1
usage,2240
use,1
var,1
variation,35
vegan,1
vehicle,106
vending,46
visibility,3
voltage,787
wall,2
wall_type,1
waste,61
water,307
water_tank:volume,2
waterway,13435
weapons,1
webcam,1
website,3406
website:en,1
website:es,22
website:promotional,1
website_1,1
wetap:credit,5
wetap:flow,26
wetap:photo,40
wetap:quality,26
wetap:status,138
wetap:statusnote,6
wetap:temperature,27
wetland,32
wheelchair,2016
wheelchair:description,1
wheelchair_entrance,1
whitewater:section_grade,3
width,367
wifi,44
wifi_provider,1
wikidata,9
wikipedia,858
winter_road,2
wires,490
wood,3
wpt_description,54
wpt_symbol,71
x_coordinate,3
y_coordinate,3
yds,18
year,2
yelp,100
yesterland,1
zip_left,58
zip_right,56
